FileType,OuDia.JikokuhyouCsv.1
[平日]2018.3/17改正
上り

列車番号,,200A,202A,504A,204A,500A,702A,9290A,700A,100A,800A,506A,9090A,102A,502A,92A,206A,706A,630A,9292A,104A,802A,9294A,704A,208A,106A,9296A,804A,508A,210A,9298A,510A,632A,108A,708A,212A,9300A,806A,110A,638A,9302A,634A,808A,214A,112A,9304A,512A,216A,9306A,636A,114A,2A,460A,9308A,810A,116A,642A,9310A,4A,218A,9312A,514A,118A,118A,9314A,9314A,640A,120A,6A,462A,9316A,122A,122A,646A,9318A,8A,220A,516A,10A,644A,6152A,6152A,9324A,12A,464A,222A,650A,9328A,14A,518A,124A,648A,6156A,9336A,16A,466A,224A,654A,9340A,18A,9342A,520A,126A,652A,9348A,20A,468A,226A,658A,9352A,9352A,22A,9354A,522A,128A,656A,3228A,24A,470A,230A,662A,9362A,26A,9364A,524A,130A,660A,9370A,7168A,28A,472A,9372A,232A,666A,6170A,9374A,6170A,9374A,30A,234A,526A,132A,9378A,664A,7172A,3236A,32A,474A,9380A,238A,670A,6174A,9382A,34A,240A,528A,134A,9386A,668A,6176A,36A,476A,9388A,244A,674A,6178A,9390A,38A,246A,9392A,530A,40A,9394A,672A,136A,42A,478A,9396A,248A,678A,6180A,6180A,9398A,44A,250A,9400A,532A,46A,9402A,676A,138A,48A,480A,9404A,252A,682A,6182A,6182A,9406A,50A,9408A,9410A,534A,52A,9412A,680A,6184A,6184A,9414A,54A,482A,9416A,254A,690A,6186A,6186A,9418A,56A,9420A,9422A,58A,9424A,536A,684A,9426A,538A,60A,692A,9428A,6188A,9430A,62A,694A,6190A,6190A,9432A,64A,696A,96A,698A,98A
三河安城,発, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,, ﾚ,, ﾚ,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,,702, ﾚ, ﾚ,, ﾚ,, ﾚ, ﾚ, ﾚ,, ﾚ, ﾚ, ﾚ, ﾚ,744, ﾚ,, ﾚ, ﾚ,, ﾚ,916, ﾚ,816,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,844, ﾚ, ﾚ, ﾚ, ﾚ,, ﾚ,1016, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,944, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1116, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1044, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1216, ﾚ, ﾚ, ﾚ, ﾚ,1144, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1316, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1244, ﾚ, ﾚ, ﾚ, ﾚ,1416, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1344, ﾚ, ﾚ, ﾚ, ﾚ,1516, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1444, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1616, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1544, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1716, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1644, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1816, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1744, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1916, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1844, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,2016, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1944, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,2112, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,2044, ﾚ, ﾚ, ﾚ,2203, ﾚ, ﾚ, ﾚ, ﾚ,2227, ﾚ, ﾚ, ﾚ, ﾚ,,,,
豊橋,発, ﾚ, ﾚ, ﾚ, ﾚ,640,, ﾚ,, ﾚ,, ﾚ, ﾚ, ﾚ,700, ﾚ, ﾚ,,716, ﾚ, ﾚ,, ﾚ,, ﾚ, ﾚ, ﾚ,,846, ﾚ, ﾚ, ﾚ,802, ﾚ,, ﾚ, ﾚ,, ﾚ,935, ﾚ,835,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,902, ﾚ, ﾚ, ﾚ, ﾚ,, ﾚ,1035, ﾚ, ﾚ, ﾚ, ﾚ,1046, ﾚ, ﾚ, ﾚ, ﾚ,1002, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1135, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1102, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1235, ﾚ, ﾚ,1246, ﾚ,1202, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1335, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1302, ﾚ, ﾚ, ﾚ, ﾚ,1435, ﾚ, ﾚ, ﾚ, ﾚ,1446, ﾚ,1402, ﾚ, ﾚ, ﾚ, ﾚ,1535, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1502, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1635, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1646, ﾚ, ﾚ,1602, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1735, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1702, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1835, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1846, ﾚ, ﾚ,1802, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1935, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1902, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,2035, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,2046, ﾚ, ﾚ,2002, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,2127, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,2102, ﾚ, ﾚ, ﾚ,2216, ﾚ, ﾚ, ﾚ, ﾚ,2241, ﾚ, ﾚ, ﾚ, ﾚ,,,,
浜松,着, ﾚ, ﾚ,748, ﾚ,652,, ﾚ,, ﾚ,,806, ﾚ, ﾚ,713, ﾚ, ﾚ,,729, ﾚ, ﾚ,, ﾚ,, ﾚ, ﾚ, ﾚ,, ﾚ, ﾚ, ﾚ,906,815, ﾚ,, ﾚ, ﾚ,, ﾚ,947, ﾚ,847,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,915, ﾚ, ﾚ,1006, ﾚ,, ﾚ,1047, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1015, ﾚ, ﾚ,1106, ﾚ, ﾚ, ﾚ,1147, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1115, ﾚ, ﾚ, ﾚ, ﾚ,1206, ﾚ,1247, ﾚ, ﾚ, ﾚ, ﾚ,1215, ﾚ, ﾚ, ﾚ,1306, ﾚ,1347, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1315, ﾚ, ﾚ,1406, ﾚ,1447, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1415, ﾚ, ﾚ,1506, ﾚ,1547, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1515, ﾚ, ﾚ, ﾚ,1606, ﾚ, ﾚ,1647, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1615, ﾚ, ﾚ, ﾚ,1706, ﾚ, ﾚ,1747, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1715, ﾚ, ﾚ,1806, ﾚ, ﾚ,1847, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1815, ﾚ, ﾚ,1906, ﾚ, ﾚ,1947, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1915, ﾚ, ﾚ,2006, ﾚ, ﾚ,2047, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,2015, ﾚ, ﾚ, ﾚ, ﾚ,2106, ﾚ, ﾚ,2139, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,2115, ﾚ,2157, ﾚ,2227, ﾚ, ﾚ, ﾚ, ﾚ,2254, ﾚ, ﾚ, ﾚ, ﾚ,,,,
浜松,発, ﾚ, ﾚ,751, ﾚ,654,620, ﾚ,, ﾚ,,811, ﾚ, ﾚ,719, ﾚ, ﾚ,644,731, ﾚ, ﾚ,, ﾚ,, ﾚ, ﾚ, ﾚ,, ﾚ, ﾚ, ﾚ,911,821, ﾚ,, ﾚ, ﾚ,, ﾚ,952, ﾚ,850,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,921, ﾚ, ﾚ,1011, ﾚ,, ﾚ,1050, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1021, ﾚ, ﾚ,1111, ﾚ, ﾚ, ﾚ,1152, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1121, ﾚ, ﾚ, ﾚ, ﾚ,1211, ﾚ,1250, ﾚ, ﾚ, ﾚ, ﾚ,1221, ﾚ, ﾚ, ﾚ,1311, ﾚ,1352, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1321, ﾚ, ﾚ,1411, ﾚ,1450, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1421, ﾚ, ﾚ,1511, ﾚ,1552, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1521, ﾚ, ﾚ, ﾚ,1611, ﾚ, ﾚ,1650, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1621, ﾚ, ﾚ, ﾚ,1711, ﾚ, ﾚ,1752, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1721, ﾚ, ﾚ,1811, ﾚ, ﾚ,1850, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1821, ﾚ, ﾚ,1911, ﾚ, ﾚ,1952, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1921, ﾚ, ﾚ,2011, ﾚ, ﾚ,2050, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,2021, ﾚ, ﾚ, ﾚ, ﾚ,2111, ﾚ, ﾚ,2144, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,2121, ﾚ,2159, ﾚ,2231, ﾚ, ﾚ, ﾚ, ﾚ,2255, ﾚ, ﾚ, ﾚ, ﾚ,,,,
掛川,発, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,632, ﾚ,, ﾚ,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,655,748, ﾚ, ﾚ,, ﾚ,, ﾚ, ﾚ, ﾚ,, ﾚ, ﾚ, ﾚ, ﾚ,832, ﾚ,, ﾚ, ﾚ,, ﾚ,1005, ﾚ,905,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,932, ﾚ, ﾚ, ﾚ, ﾚ,, ﾚ,1105, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1032, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1205, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1132, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1305, ﾚ, ﾚ, ﾚ, ﾚ,1232, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1405, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1332, ﾚ, ﾚ, ﾚ, ﾚ,1505, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1432, ﾚ, ﾚ, ﾚ, ﾚ,1605, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1532, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1705, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1632, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1805, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1732, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1905, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1832, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,2005, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1932, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,2105, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,2032, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,2200, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,2132, ﾚ, ﾚ, ﾚ,2244, ﾚ, ﾚ, ﾚ, ﾚ,2308, ﾚ, ﾚ, ﾚ, ﾚ,,,,
静岡,着, ﾚ, ﾚ,810, ﾚ,713,645, ﾚ,, ﾚ,,831, ﾚ, ﾚ,741, ﾚ, ﾚ,708,801, ﾚ, ﾚ,, ﾚ,, ﾚ, ﾚ, ﾚ,, ﾚ, ﾚ, ﾚ,932,846, ﾚ,, ﾚ, ﾚ,, ﾚ,1019, ﾚ,919,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,946, ﾚ, ﾚ,1032, ﾚ,, ﾚ,1119, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1046, ﾚ, ﾚ,1132, ﾚ, ﾚ, ﾚ,1219, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1146, ﾚ, ﾚ, ﾚ, ﾚ,1232, ﾚ,1319, ﾚ, ﾚ, ﾚ, ﾚ,1246, ﾚ, ﾚ, ﾚ,1332, ﾚ,1419, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1346, ﾚ, ﾚ,1432, ﾚ,1519, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1446, ﾚ, ﾚ,1532, ﾚ,1619, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1546, ﾚ, ﾚ, ﾚ,1632, ﾚ, ﾚ,1719, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1646, ﾚ, ﾚ, ﾚ,1732, ﾚ, ﾚ,1819, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1746, ﾚ, ﾚ,1832, ﾚ, ﾚ,1919, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1846, ﾚ, ﾚ,1932, ﾚ, ﾚ,2019, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1946, ﾚ, ﾚ,2032, ﾚ, ﾚ,2119, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,2046, ﾚ, ﾚ, ﾚ, ﾚ,2132, ﾚ, ﾚ,2214, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,2210,2146, ﾚ,2220, ﾚ,2258, ﾚ, ﾚ, ﾚ, ﾚ,2323, ﾚ, ﾚ, ﾚ, ﾚ,,,,
静岡,発, ﾚ, ﾚ,811, ﾚ,714,646, ﾚ,622, ﾚ,,838, ﾚ, ﾚ,742, ﾚ, ﾚ,711,802, ﾚ, ﾚ,, ﾚ,702, ﾚ, ﾚ, ﾚ,, ﾚ, ﾚ, ﾚ,938,852, ﾚ,738, ﾚ, ﾚ,, ﾚ,1020, ﾚ,920,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,952, ﾚ, ﾚ,1038, ﾚ,, ﾚ,1120, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1052, ﾚ, ﾚ,1138, ﾚ, ﾚ, ﾚ,1220, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1152, ﾚ, ﾚ, ﾚ, ﾚ,1238, ﾚ,1320, ﾚ, ﾚ, ﾚ, ﾚ,1252, ﾚ, ﾚ, ﾚ,1338, ﾚ,1420, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1352, ﾚ, ﾚ,1438, ﾚ,1520, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1452, ﾚ, ﾚ,1538, ﾚ,1620, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1552, ﾚ, ﾚ, ﾚ,1638, ﾚ, ﾚ,1720, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1652, ﾚ, ﾚ, ﾚ,1738, ﾚ, ﾚ,1820, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1752, ﾚ, ﾚ,1838, ﾚ, ﾚ,1920, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1852, ﾚ, ﾚ,1938, ﾚ, ﾚ,2020, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1952, ﾚ, ﾚ,2038, ﾚ, ﾚ,2120, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,2052, ﾚ, ﾚ, ﾚ, ﾚ,2138, ﾚ, ﾚ,2217, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,2211,2152, ﾚ,2224, ﾚ,2259, ﾚ, ﾚ, ﾚ, ﾚ,, ﾚ, ﾚ, ﾚ, ﾚ,,,,
新富士,発, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,657, ﾚ,635, ﾚ,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,724,816, ﾚ, ﾚ,, ﾚ,713, ﾚ, ﾚ, ﾚ,, ﾚ, ﾚ, ﾚ, ﾚ,909, ﾚ,756, ﾚ, ﾚ,, ﾚ,1036, ﾚ,936,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1009, ﾚ, ﾚ, ﾚ, ﾚ,, ﾚ,1136, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1109, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1236, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1209, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1336, ﾚ, ﾚ, ﾚ, ﾚ,1309, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1436, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1409, ﾚ, ﾚ, ﾚ, ﾚ,1536, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1509, ﾚ, ﾚ, ﾚ, ﾚ,1636, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1609, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1736, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1709, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1836, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1809, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1936, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1909, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,2036, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,2009, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,2136, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,2109, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,2234, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,2209, ﾚ, ﾚ, ﾚ,2311, ﾚ, ﾚ, ﾚ, ﾚ,, ﾚ, ﾚ, ﾚ, ﾚ,,,,
三島,着, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,706, ﾚ,644, ﾚ,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,733,825, ﾚ, ﾚ,, ﾚ,722, ﾚ, ﾚ, ﾚ,, ﾚ, ﾚ, ﾚ,955,918, ﾚ,806, ﾚ, ﾚ,, ﾚ,1045, ﾚ,945,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1018, ﾚ, ﾚ, ﾚ, ﾚ,, ﾚ,1145, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1118, ﾚ, ﾚ,1155, ﾚ, ﾚ, ﾚ,1245, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1218, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1345, ﾚ, ﾚ, ﾚ, ﾚ,1318, ﾚ, ﾚ, ﾚ,1355, ﾚ,1445, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1418, ﾚ, ﾚ, ﾚ, ﾚ,1545, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1518, ﾚ, ﾚ,1555, ﾚ,1645, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1618, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1745, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1718, ﾚ, ﾚ, ﾚ,1755, ﾚ, ﾚ,1845, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1818, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1945, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1918, ﾚ, ﾚ,1955, ﾚ, ﾚ,2045, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,2018, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,2145, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,2118, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,2244, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,2218, ﾚ, ﾚ, ﾚ,2322, ﾚ, ﾚ, ﾚ, ﾚ,, ﾚ, ﾚ, ﾚ, ﾚ,,,,
三島,発, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,707, ﾚ,645, ﾚ,626, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,735,829, ﾚ, ﾚ,656, ﾚ,724, ﾚ, ﾚ, ﾚ,716, ﾚ, ﾚ, ﾚ,956,920, ﾚ,812, ﾚ, ﾚ,747, ﾚ,1050, ﾚ,950,801, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1023, ﾚ, ﾚ, ﾚ, ﾚ,848, ﾚ,1150, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1120, ﾚ, ﾚ,1156, ﾚ, ﾚ, ﾚ,1250, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1223, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1350, ﾚ, ﾚ, ﾚ, ﾚ,1320, ﾚ, ﾚ, ﾚ,1356, ﾚ,1450, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1423, ﾚ, ﾚ, ﾚ, ﾚ,1550, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1520, ﾚ, ﾚ,1556, ﾚ,1650, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1623, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1750, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1720, ﾚ, ﾚ, ﾚ,1756, ﾚ, ﾚ,1850, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1823, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1950, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,1920, ﾚ, ﾚ,1956, ﾚ, ﾚ,2050, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,2023, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,2150, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,2120, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,2221, ﾚ, ﾚ, ﾚ,, ﾚ, ﾚ, ﾚ, ﾚ,, ﾚ, ﾚ, ﾚ, ﾚ,,,,
