木更津,0.0
祇園,2.6
上総清川,4.2
東清川,6.1
横田,9.3
東横田,10.8
馬来田,13.9
下郡,15.2
小櫃,18.2
俵田,20.0
久留里,22.6
平山,25.7
上総松丘,28.3
上総亀山,32.2 
