新宿,0.0
新宿三丁目,0.8
曙橋,2.3
市ヶ谷,3.7
九段下,5.0
神保町,5.6
小川町,6.5
岩本町,7.3
馬喰横山,8.1
浜町,8.7
森下,9.5
菊川,10.3
住吉,11.2
西大島,12.2
大島,12.9
東大島,14.1
船堀,15.8
一之江,17.5
瑞江,19.2
篠崎,20.7
本八幡,23.5 
