東京,0.0
新橋,1.9
品川,6.8
西大井,10.4
武蔵小杉,16.8
新川崎,19.5
横浜,31.7
保土ヶ谷,34.7
東戸塚,39.6
戸塚,43.8
大船,49.4
北鎌倉,51.7
鎌倉,53.9
逗子,57.8
東逗子,59.8
田浦,63.2
横須賀,65.3
衣笠,68.7
久里浜,73.3
