淀屋橋,0.0
北浜,0.5
天満橋,1.3
京橋,3.0
野江,4.6
関目,5.3
森小路,6.2
千林,6.8
滝井,7.2
土居,7.6
守口市,8.3
西三荘,9.4
門真市,10.1
古川橋,10.8
大和田,12.0
萱島,13.9
寝屋川市,15.0
香里園,17.6
光善寺,19.1
枚方公園,20.8
枚方市,21.8
御殿山,23.5
牧野,25.5
樟葉,27.7
橋本,30.1
石清水八幡宮,31.8
淀,35.3
中書島,39.7
伏見桃山,40.6
丹波橋,41.3
墨染,42.3
藤森,43.3
龍谷大前深草,44.1
伏見稲荷,44.6
鳥羽街道,45.2
東福寺,46.1
七条,47.0
清水五条,47.7
祇園四条,48.6
三条,49.3
