立川,0.0
西立川,1.9
東中神,2.7
中神,3.6
昭島,5.0
拝島,6.9
牛浜,8.6
福生,9.6
羽村,11.7
小作,14.1
河辺,15.9
東青梅,17.2
青梅,18.5
宮ノ平,20.6
日向和田,21.4
石神前,22.4
二俣尾,23.6
軍畑,24.5
沢井,25.9
御嶽,27.2
川井,30.0
古里,31.6
鳩ノ巣,33.8
白丸,35.2
奥多摩,37.2
