東京,0.0
神田,1.3
御茶ノ水,2.6
四ツ谷,6.6
新宿,10.3
中野,14.7
高円寺,16.1
阿佐ヶ谷,17.3
荻窪,18.7
西荻窪,20.6
吉祥寺,22.5
三鷹,24.1
武蔵境,25.7
東小金井,27.4
武蔵小金井,29.1
国分寺,31.4
西国分寺,32.8
国立,34.5
立川,37.5
日野,40.8
豊田,43.1
八王子,47.4
西八王子,49.8
高尾,53.1 
