上野,3.6
尾久,8.4
赤羽,13.2
浦和,24.2
さいたま新都心,28.7
大宮,30.3
宮原,34.3
上尾,38.5
北上尾,40.2
桶川,42.1
北本,46.7
鴻巣,50.3
北鴻巣,54.6
吹上,57.6
行田,59.9
熊谷,64.7
籠原,71.3
深谷,76.1
岡部,80.4
本庄,86.0
神保原,90.0
新町,94.5
倉賀野,100.6
高崎,105.0
