京都,0.0
東福寺,1.1
稲荷,2.7
JR藤森,5.0
桃山,7.2
六地蔵,9.6
木幡,10.6
黄檗,12.0
宇治,14.9
JR小倉,16.3
新田,18.1
城陽,20.2
長池,22.0
山城青谷,24.0
山城多賀,25.3
玉水,27.3
棚倉,30.3
上狛,33.1
木津,34.7
平城山,37.9
奈良,41.7 
