調布,0.0
京王多摩川,1.2
京王稲田堤,2.5
京王よみうりランド,3.9
稲城,5.5
若葉台,8.8
京王永山,11.4
京王多摩センター,13.7
京王堀之内,16.0
南大沢,18.2
多摩境,20.1
橋本,22.6 
