五反田,0.0
大崎広小路,0.3
戸越銀座,1.4
荏原中延,2.1
旗の台,3.1
長原,3.7
洗足池,4.3
石川台,4.9
雪が谷大塚,5.6
御嶽山,6.4
久が原,7.1
千鳥町,8.0
池上,9.1
蓮沼,10.1
蒲田,10.9 
